,question_id,question,relevant_articles,question_length,num_articles,relevant_titles
283,a263143a09f3ae27d58862a8be9d8603,"Ai có trách nhiệm tổ chức thu phí thẩm định cấp phép thăm dò, khai thác, sử dụng tài nguyên nước?","[{'law_id': '270/2016/tt-btc', 'article_id': '2'}]",21,1,['270/2016/tt-btc']
231,cee2679f4661bb98b5e5678684c2e709,Người đại diện của người được hưởng án treo có phải có mặt khi triệu tập không?,"[{'law_id': '41/2019/qh14', 'article_id': '85'}]",17,1,['41/2019/qh14']
944,9a915b5bb08e0fe3460f39b4928c534e,Nhiệm vụ của người thực hiện hoạt động xét nghiệm tại trạm y tế xã được quy định như thế nào?,"[{'law_id': '49/2018/tt-byt', 'article_id': '18'}]",21,1,['49/2018/tt-byt']
1891,1d035c4462e861e32b7ddb2c60b64c4e,Uỷ thác điều tra hình sự được quy định như thế nào?,"[{'law_id': '99/2015/qh13', 'article_id': '41'}]",12,1,['99/2015/qh13']
96,b1df362cbeed7b7d7cab8d73676388cf,Tổ chức vi phạm hành chính trong lĩnh vực thể thao bị phạt tối đa bao nhiêu tiền?,"[{'law_id': '46/2019/nđ-cp', 'article_id': '5'}]",18,1,['46/2019/nđ-cp']
2067,7ae82e65e6807a5c1f2e599922f512a3,Người lập di chúc được thay đổi việc lập di chúc bao nhiêu lần?,"[{'law_id': '91/2015/qh13', 'article_id': '640'}]",14,1,['91/2015/qh13']
2737,f1454ee9d62e5d3c52f3ed6ea6cd1a4e,"Như thế nào được xem là sử dụng nước tiết kiệm, hiệu quả theo quy định pháp luật?","[{'law_id': '54/2015/nđ-cp', 'article_id': '3'}]",18,1,['54/2015/nđ-cp']
3124,4aba0ec6347cb76741949096fa707714,Để được cấp Giấy chứng nhận khả năng chuyên môn cho công dân Việt Nam đã có Giấy chứng nhận ở nước ngoài phải đáp ứng điều kiện nào?,"[{'law_id': '03/2020/tt-bgtvt', 'article_id': '40'}]",29,1,['03/2020/tt-bgtvt']
1611,6815c03dc0c3498c80d6f653d63a9fda,02 chính sách khuyến khích đầu tư cho bảo tồn và sử dụng bền vững vùng đất ngập nước quan trọng được quy định như thế nào?,"[{'law_id': '66/2019/nđ-cp', 'article_id': '28'}]",27,1,['66/2019/nđ-cp']
1231,201c71ec3c476f0027f8b848b615c386,Phạt bao nhiêu nếu ô tô vượt đèn đỏ?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",9,1,['100/2019/nđ-cp']
1623,cb75d8fd35e0e54c20a0592142fe42e5,Có cấp chứng minh nhân dân đối với Việt kiều về Việt Nam sống không?,"[{'law_id': '05/1999/nđ-cp', 'article_id': '3'}]",15,1,['05/1999/nđ-cp']
3049,0de258fdab4ae11aa346f0bf812f96e6,"Nướng bắp, ngô trên cầu phạt bao nhiêu tiền?","[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",9,1,['100/2019/nđ-cp']
2755,a7a6d91c077a5bade22a02057523d7c9,Thủ tục về đăng ký giao dịch trên hệ thống giao dịch Upcom được quy định như thế nào?,"[{'law_id': '155/2020/nđ-cp', 'article_id': '135'}]",19,1,['155/2020/nđ-cp']
2258,1c4c09702c9da5bc3a5c32ab467ca7a9,Nhân viên tạp vụ trong bệnh viện có được hưởng phụ cấp độc hại không?,"[{'law_id': '56/2011/nđ-cp', 'article_id': '3'}]",15,1,['56/2011/nđ-cp']
2281,38e36e66290718e2df7321c8cf6b6de2,Xác định nghĩa vụ nộp báo cáo kết quả thăm dò khoáng sản gồm những gì?,"[{'law_id': '51/2015/tt-btnmt', 'article_id': '6'}]",16,1,['51/2015/tt-btnmt']
104,559d9bbf2f081f01a3e540ce2db15991,"Định nghĩa thu nhập của giáo viên, giáo sư và người nghiên cứu theo Hiệp định tránh đánh thuế hai lần được quy định như thế nào?","[{'law_id': '205/2013/tt-btc', 'article_id': '44'}]",27,1,['205/2013/tt-btc']
2379,7e45b2e00cd1303b300e8f0a04367327,Nơi kiểm tra hàng hóa để làm thủ tục hải quan được quy định như thế nào?,"[{'law_id': '84/2017/tt-btc', 'article_id': '5'}]",17,1,['84/2017/tt-btc']
1192,40cab1efe982443c9e3404fcf28bacec,Được tặng cho phần vốn góp công ty TNHH thì người được tặng cho có trở thành thành viên công ty không?,"[{'law_id': '59/2020/qh14', 'article_id': '53'}, {'law_id': '91/2015/qh13', 'article_id': '651'}]",22,2,"['59/2020/qh14', '91/2015/qh13']"
772,b1736c023edf067790b46eba12600f20,Kinh phí thực hiện đánh giá định kỳ quốc gia kết quả học tập gia của học sinh được quy định như thế nào?,"[{'law_id': '51/2011/tt-bgdđt', 'article_id': '9'}]",24,1,['51/2011/tt-bgdđt']
1149,72feff075dbf79ce9b954327e8735867,Thời gian học văn hóa trong trại giam của phạm nhân là lúc nào?,"[{'law_id': '02/2012/ttlt-bca-bqp-btp-bgdđt', 'article_id': '5'}]",14,1,['02/2012/ttlt-bca-bqp-btp-bgdđt']
1650,56c5e4878ccc8d5983b6113c3d8c46e6,Có được giữ người trong trường hợp khẩn cấp khi người đó chưa thực hiện tội phạm không?,"[{'law_id': '101/2015/qh13', 'article_id': '110'}]",18,1,['101/2015/qh13']
2032,fe3fe1e172c7b4216666b2c72d5905e8,Việc bảo vệ hành lang bảo vệ công trình hạ tầng đo đạc được quy định ra sao?,"[{'law_id': '27/2019/nđ-cp', 'article_id': '15'}]",18,1,['27/2019/nđ-cp']
3087,4401be61b88844c1df64fb2ce013d329,"Thời gian huấn luyện về quản lý, sử dụng vũ khí, vật liệu nổ quân dụng, công cụ hỗ trợ được quy định như thế nào?","[{'law_id': '79/2018/nđ-cp', 'article_id': '13'}]",26,1,['79/2018/nđ-cp']
2615,1cfa58dfafcc4e2da91a31ddcfe0d886,"Nhận tài trợ bằng sản phẩm là hồ sơ quy hoạch, điều chỉnh quy hoạch cảng hàng không, sân bay dựa trên những nguyên tắc nào?","[{'law_id': '05/2021/nđ-cp', 'article_id': '38'}]",26,1,['05/2021/nđ-cp']
744,d10317682630133ee1789446446604ad,"Hằng quý, báo cáo định kỳ thuộc quản lý của BGDĐT phải được thực hiện mấy lần?","[{'law_id': '19/2020/tt-bgdđt', 'article_id': '7'}]",17,1,['19/2020/tt-bgdđt']
226,1122df434eac2b89305b9c8f15b88885,Xây dựng cơ sở dữ liệu về thi hành án hình sự được quy định như thế nào?,"[{'law_id': '59/2020/nđ-cp', 'article_id': '7'}]",18,1,['59/2020/nđ-cp']
1786,8c92bda3b8b5c2e3822690129c85a0cf,Chức năng của Hội đồng tư vấn chuyên môn đánh giá nguyên nhân tai biến nặng trong quá trình sử dụng vắc xin cấp Bộ được quy định như thế nào?,"[{'law_id': '104/2016/nđ-cp', 'article_id': '6'}, {'law_id': '24/2018/tt-byt', 'article_id': '2'}]",31,2,"['104/2016/nđ-cp', '24/2018/tt-byt']"
1345,b9c0406355fc2db33c5b5c2e4b3a934e,Mức phạt khi không thực hiện các giải pháp hạn chế nguy cơ mất an toàn thực phẩm theo yêu cầu của cơ quan nhà nước được quy định như thế nào?,"[{'law_id': '115/2018/nđ-cp', 'article_id': '25'}]",32,1,['115/2018/nđ-cp']
2694,e83592666e3b4ff12a421de25bf58c8e,Mức tiền ký quỹ thực hiện hợp đồng nhận lao động thực tập ở nước ngoài là bao nhiêu?,"[{'law_id': '38/2020/nđ-cp', 'article_id': '16'}]",19,1,['38/2020/nđ-cp']
2451,fd6458d0c4c38b59bc91878116743a22,Ứng xử của cha mẹ người học được quy định như thế nào?,"[{'law_id': '06/2019/tt-bgdđt', 'article_id': '9'}]",13,1,['06/2019/tt-bgdđt']
1743,034dfc57906fbbbb73a955afff850bc1,Trách nhiệm của các đơn vị truyền thông trong công tác thi đua khen thưởng ngành KH&ĐT được quy định như thế nào?,"[{'law_id': '07/2018/tt-bkhđt', 'article_id': '41'}]",23,1,['07/2018/tt-bkhđt']
1808,8f2d16542d176bf9f9efa8c5bee22efe,Trung tâm sát hạch lái xe tự ý di chuyển vị trí các phòng chức năng bị phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '37'}]",21,1,['100/2019/nđ-cp']
1052,275ab133396e8de6ebb5902523068071,Xử lý như thế nào đối với các khiếu nại không thuộc thẩm quyền giải quyết của Tòa án theo quy định mới?,"[{'law_id': '01/2020/tt-tandtc', 'article_id': '9'}]",23,1,['01/2020/tt-tandtc']
2350,ee6e5a23c2e4e7513b1d40ead3dae6b8,Ai có trách nhiệm nộp phí trong lĩnh vực bảo vệ thực vật?,"[{'law_id': '231/2016/tt-btc', 'article_id': '2'}]",13,1,['231/2016/tt-btc']
1803,d935623972a629a8b744b615b307f1da,"Phương thức giao nhiệm vụ, đặt hàng, đấu thầu cung cấp sản phẩm, dịch vụ công được quy định như thế nào?","[{'law_id': '32/2019/nđ-cp', 'article_id': '6'}]",22,1,['32/2019/nđ-cp']
817,caaac424334763a55c576f89055c82d2,Thế nào là thanh tra hoạt động đầu tư theo phương thức PPP?,"[{'law_id': '64/2020/qh14', 'article_id': '84'}]",13,1,['64/2020/qh14']
3030,d681c40b21e8334ae5786c4f876f8649,"02 nguyên tắc bổ nhiệm và xếp lương theo chức danh  nghề nghiệp đối với viên chức là điều dưỡng, hộ sinh, kỹ thuật y được quy định như thế nào?","[{'law_id': '26/2015/ttlt-byt-bnv', 'article_id': '13'}]",32,1,['26/2015/ttlt-byt-bnv']
1236,719fb01e5bfea804f1920f3f40d3e53a,"Phương thức gửi, nhận báo cáo thuộc phạm vi quản lý của Bộ Ngoại giao được quy định như thế nào?","[{'law_id': '2682/2019/tt-bng', 'article_id': '5'}]",21,1,['2682/2019/tt-bng']
2104,78c614270b79ad0557b30408e8a63b74,"Pháp nhân mới hình thành do chia, tách có phải thi hành án hình sự do pháp nhân thương mại cũ bị áp dụng không?","[{'law_id': '41/2019/qh14', 'article_id': '165'}]",25,1,['41/2019/qh14']
1468,06a6f5c90c68a12c0e03fa37bd16e85e,"Thủ tục cấp lại Giấy phép kinh doanh vận tải do bị mất, bị hỏng được quy định như thế nào?","[{'law_id': '10/2020/nđ-cp', 'article_id': '19'}]",21,1,['10/2020/nđ-cp']
3011,95192a065c789af40cd1bf4a8159d6b7,Công chứng viên hành nghề không mang theo thẻ công chứng viên bị xử lý thế nào?,"[{'law_id': '82/2020/nđ-cp', 'article_id': '15'}]",17,1,['82/2020/nđ-cp']
1825,918cd10675c52d2755561fd36aeb9379,Vi phạm quy định trong lĩnh vực dự trữ quốc gia phát hiện sau ngày 01/9/2019 xử lý thế nào?,"[{'law_id': '63/2019/nđ-cp', 'article_id': '66'}]",20,1,['63/2019/nđ-cp']
464,21159036ffa3e8193218addb764f5582,Chánh án Tòa án nhân cấp cao có thẩm quyền giải quyết các khiếu nại nào?,"[{'law_id': '01/2020/tt-tandtc', 'article_id': '6'}]",16,1,['01/2020/tt-tandtc']
1431,3424e28cb072ea2feb79390e8f9b563d,"Xử phạt bao nhiêu nếu nhân viên phục vụ xe du lịch không hỗ trợ, giúp đỡ hành khách là người khuyết tật?","[{'law_id': '100/2019/nđ-cp', 'article_id': '31'}]",23,1,['100/2019/nđ-cp']
1860,da8990a3fd9af68b3b1c6d3fe8cfb1aa,Hồ sơ lãnh sự được quy định như thế nào?,"[{'law_id': '01/2020/tt-bng', 'article_id': '21'}]",10,1,['01/2020/tt-bng']
2873,bfec102fb71b72e8f600087050984f8b,"Công bố, thông tin về kết quả đánh giá phong trào thể dục, thể thao quần chúng được quy định như thế nào?","[{'law_id': '01/2019/tt-bvhttdl', 'article_id': '13'}]",23,1,['01/2019/tt-bvhttdl']
1462,0c7657220607605085ad62f58868cc14,"Từ năm 2020, phạm nhân dưới 18 tuổi được gặp gia đình 01 tháng bao nhiêu lần?","[{'law_id': '41/2019/qh14', 'article_id': '76'}]",17,1,['41/2019/qh14']
2268,67ba3c9dba8d37297e00d66be5e9ab83,Dựng rạp cưới trên đường bị phạt bao nhiêu tiền theo nghị định 100?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '12'}]",14,1,['100/2019/nđ-cp']
1829,71d1f5cd62391a52c367f0849f00816c,Đặt máy tuốt lúa trên đường bộ bị phạt bao nhiêu?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '12'}]",11,1,['100/2019/nđ-cp']
2826,8d66e18fcc0df39edf09943bad8250e5,"Không chấp hành yêu cầu thanh tra, kiểm tra, kiểm soát của người thi hành công vụ bị phạt bao nhiêu?","[{'law_id': '100/2019/nđ-cp', 'article_id': '11'}]",21,1,['100/2019/nđ-cp']
1467,3f9852bbdae6859d1220f91c7c2eedb9,Trách nhiệm của trường đại học đào tạo bác sĩ nội trú được quy định như thế nào?,"[{'law_id': '19/2006/qđ-byt', 'article_id': '21'}]",18,1,['19/2006/qđ-byt']
212,40456b64380aacd000ff2afcb8b6781b,Khảo sát bom mìn vật nổ là gì?,"[{'law_id': '18/2019/nđ-cp', 'article_id': '3'}]",8,1,['18/2019/nđ-cp']
12,268afbc1f6756c6ef1f37f66f5fb85bd,Mức phạt khi quay đầu xe ô tô trên đường cao tốc,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",12,1,['100/2019/nđ-cp']
3190,735807decf95fbbb71dba1a927f301c2,Muốn mở thư viện ở VN phải có ít nhất bao nhiêu sách?,"[{'law_id': '93/2020/nđ-cp', 'article_id': '21'}]",13,1,['93/2020/nđ-cp']
422,38ed964e112f467a73d95592ad734a47,Mức phạt tiền hành khách gây mất trật tự trên xe là bao nhiêu?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '32'}]",14,1,['100/2019/nđ-cp']
2196,e55f4710bf21f36a92231787e5b43f26,"Để phương tiện vận chuyển cát, sỏi trên sông được hoạt động cần phải đáp ứng những yêu cầu nào?","[{'law_id': '23/2020/nđ-cp', 'article_id': '11'}]",20,1,['23/2020/nđ-cp']
1210,4c84d0a9cb97a82cb04269c15c2475da,Một tài khoản thu phí có thể trả cho bao nhiêu xe?,"[{'law_id': '19/2020/qđ-ttg', 'article_id': '10'}]",12,1,['19/2020/qđ-ttg']
2576,acff55a78753cc8a57701613f38f5552,Đơn vị trực thuộc Tập đoàn Điện lực Việt Nam bao gồm những đơn vị nào?,"[{'law_id': '47/2011/tt-btc', 'article_id': '3'}]",16,1,['47/2011/tt-btc']
2992,3f01f3f139b64d8a1d95f5bd9fd3a316,"Quyền, trách nhiệm của công đoàn cơ sở ở cơ quan, đơn vị Quân đội hưởng lương từ ngân sách Quốc phòng được quy định như thế nào?","[{'law_id': '14/2014/tt-bqp', 'article_id': '6'}]",28,1,['14/2014/tt-bqp']
741,677c137afe9b28c235458b859e6e11ec,"Tiêu chuẩn về trình độ đào tạo, bồi dưỡng của Giáo viên tiểu học hạng I được quy định như thế nào?","[{'law_id': '02/2021/tt-bgdđt', 'article_id': '5'}]",22,1,['02/2021/tt-bgdđt']
2813,3b2632e104db56a2be31a0576c4d2e37,Công bố tiêu chuẩn giống cây trồng lâm nghiệp chính được quy định như thế nào?,"[{'law_id': '30/2018/tt-bnnptnt', 'article_id': '16'}]",16,1,['30/2018/tt-bnnptnt']
932,83130e8edd939271f682de10ac770369,"Việc kiểm tra, thanh tra giải quyết khiếu nại, tố cáo tại Tòa án được thực hiện như thế nào?","[{'law_id': '01/2020/tt-tandtc', 'article_id': '46'}]",20,1,['01/2020/tt-tandtc']
1616,7c15ab28e31040455f40fbe891dc8405,Thủ tục cấp Giấy chứng nhận lưu hành chế phẩm sinh học được quy định như thế nào?,"[{'law_id': '19/2010/tt-btnmt', 'article_id': '14'}]",18,1,['19/2010/tt-btnmt']
829,63e4a1db063d768402cdea1b1e27beb9,"Quy định về mức phạt tiền, thẩm quyền phạt tiền trong hoạt động thủy sản được quy định như thế nào?","[{'law_id': '42/2019/nđ-cp', 'article_id': '5'}]",21,1,['42/2019/nđ-cp']
2606,ef0f44490f2164fd23ce42bbdb88c04c,Cần chạy xe tới khi đi đăng ký xe máy hay không?,"[{'law_id': '58/2020/tt-bca', 'article_id': '6'}]",12,1,['58/2020/tt-bca']
1830,8f06f986ca91576bede33fdf5d5e1a2a,Trách nhiệm của cơ sở sản xuất nhập khẩu thuốc về việc kiểm nghiệm thuốc trước khi lưu hành được quy định như thế nào?,"[{'law_id': '11/2018/tt-byt', 'article_id': '8'}]",25,1,['11/2018/tt-byt']
509,71f4ace6ed6afdaf4c75dbecb358cd3a,"Tổ chức thu phí, lệ phí ở nước ngoài được quy định như thế nào?","[{'law_id': '264/2016/tt-btc', 'article_id': '3'}]",15,1,['264/2016/tt-btc']
644,4f33a51aceee9cd21742ef0c2a432dac,"Không quan trắc từ 25% đến dưới 50% các thông số phải quan trắc, giám sát tài nguyên nước bị phạt thế nào?","[{'law_id': '36/2020/nđ-cp', 'article_id': '8'}]",23,1,['36/2020/nđ-cp']
597,f97fc80e2dc70c14564ce0cb35f8b7d4,"Tin báo về sự cố, tai nạn giao thông đường sắt đô thị được xử lý như thế nào?","[{'law_id': '23/2018/tt-bgtvt', 'article_id': '22'}]",19,1,['23/2018/tt-bgtvt']
2749,c038065b613bdbcbcbe5739bb1265f14,Chế độ hiện đại hóa trong công tác quản lý hồ sơ viên chức được quy định như thế nào?,"[{'law_id': '07/2019/tt-bnv', 'article_id': '18'}]",20,1,['07/2019/tt-bnv']
1188,dc3fdc23f0b465f535498d478e45ed84,Hồ sơ đề nghị cấp phù hiệu xe ô tô kinh doanh vận tải gồm những gì?,"[{'law_id': '10/2020/nđ-cp', 'article_id': '22'}]",17,1,['10/2020/nđ-cp']
2927,f2b28a017b9a6b794b05be1d872e15a2,Cơ quan thực hiện giải quyết thủ tục hành chính điện tử được quy định như thế nào?,"[{'law_id': '45/2020/nđ-cp', 'article_id': '2'}]",18,1,['45/2020/nđ-cp']
1234,b8b4ddb23017e9d2d8afab4b6131d5f6,Hóa đơn điện tử có mã xác thực của cơ quan thuế là loại hóa đơn gì?,"[{'law_id': '119/2018/nđ-cp', 'article_id': '3'}]",17,1,['119/2018/nđ-cp']
2817,a6f94672f288c346daf2ddf477b66ca2,Trong lĩnh vực kinh doanh siêu thị cũng như trung tâm thương mại thì có thể hiểu như thế nào là tên hàng?,"[{'law_id': '1371/2004/qđ-btm', 'article_id': '2'}]",23,1,['1371/2004/qđ-btm']
518,0f35412a23b48683c44bcc0c7de27f77,Làm đơn tố cáo mà không ghi tên mình được không?,"[{'law_id': '07/2014/tt-ttcp', 'article_id': '19'}]",11,1,['07/2014/tt-ttcp']
3045,b5ea403bc2d280a0ac4774e5cc0c08ad,Tăng vốn đầu tư 10% có phải thực hiện điều chỉnh giấy chứng nhận đăng ký đầu tư không?,"[{'law_id': '118/2015/nđ-cp', 'article_id': '35'}]",19,1,['118/2015/nđ-cp']
2793,ee7d61a63930ced16c9b043d41c526bb,"Việc xây dựng, công bố chỉ số giá xây dựng được thực hiện như thế nào?","[{'law_id': '10/2021/nđ-cp', 'article_id': '27'}]",16,1,['10/2021/nđ-cp']
573,c1f894e7134c7bfca4063b1a01096a1f,Mức phạt khi không thực hiện đúng quy trình để thời gian đi qua trạm thu phí của một xe ô tô lớn hơn 30 phút,"[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",26,1,['100/2019/nđ-cp']
3118,5f4445abe3bb2596e1fa8281e8c781d1,Số liệu của mạng lưới trạm định vị vệ tinh quốc gia gồm những gì?,"[{'law_id': '27/2019/nđ-cp', 'article_id': '8'}]",15,1,['27/2019/nđ-cp']
3165,b7dac6798c9cf4641734e1fcdbff0e73,Bán hàng kèm theo vé dự thưởng có phải thông báo cho cơ quan nhà nước không?,"[{'law_id': '81/2018/nđ-cp', 'article_id': '13'}]",17,1,['81/2018/nđ-cp']
1330,42e2306f1ab607d74125f457a49e09b3,Mức án cao nhất về đồng phạm trong tội bạo loạn là bao nhiêu năm tù?,"[{'law_id': '12/2017/qh14', 'article_id': '1'}]",16,1,['12/2017/qh14']
3183,6d295bb764401d25bf26304685817944,Mức phạt khi nằm trên yên xe điều khiển xe máy,"[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",11,1,['100/2019/nđ-cp']
